Age,Gender,Education Level,Years of Experience,Salary
-0.21312880316573085,1,0,-0.5105154740773384,-0.4798492829118282
-0.7383929825803438,0,2,-0.8404969115074964,-0.9534610409880603
1.4939797799317613,1,3,1.1393917130734517,0.6568189364711288
0.3121353762488821,0,0,-0.18053403664718037,-1.0481833926033066
2.413192093907334,1,2,1.9643453066488468,1.604042452623593
-0.6070769377266906,1,0,-1.0054876302225755,-1.142905744218553
1.1000316453708014,0,2,0.6444195569282147,0.08848482677965028
-0.3444448480193841,1,0,-0.6755061927924174,-0.669293986142321
-1.0010250722876504,0,0,-1.1704783489376545,-1.332350447449046
0.5747674659561886,1,3,0.31443811949805667,-0.10095987645084256
-0.6070769377266906,1,2,-0.8404969115074964,-0.7640163377575675
1.887927914492721,0,0,1.6343638692186888,0.46737423324063593
0.18081933139522888,1,0,-0.34552475536225935,-0.9534610409880603
0.8373995556634951,0,2,0.9744009943583727,0.2779295300101431
-0.869709027433997,1,0,-1.0054876302225755,-1.4270727990642924
1.3626637350781081,1,0,1.3043824317885306,0.1832071783948967
-0.08181275831207761,0,2,-0.18053403664718037,-0.4798492829118282
0.7060835108098418,1,3,0.6444195569282147,-0.0062375248355961395
-1.1323411171413036,0,0,-1.3354690676527334,-1.5217951506795389
2.2818760490536807,1,0,2.294326744079005,1.2251530461626072
0.04950328654157563,0,2,-0.5105154740773384,-0.669293986142321
1.7566118696390678,1,2,1.7993545879337678,1.4145977493931001
-0.4757608928730373,1,0,-1.0054876302225755,-1.2376280958337995
0.3121353762488821,0,0,0.14944740078297766,-1.0481833926033066
0.9687156005171483,1,2,0.8094102756432937,0.46737423324063593
-0.7383929825803438,0,0,-0.8404969115074964,-1.332350447449046
0.4434514211025353,0,2,0.47942883821313564,-0.10095987645084256
-1.2636571619949568,1,0,-1.1704783489376545,-1.4270727990642924
1.231347690224455,0,3,1.1393917130734517,0.46737423324063593
-0.08181275831207761,1,2,-0.34552475536225935,-0.4798492829118282
2.1505600042000275,1,0,2.7892989002242414,2.5512659687760575
-0.3444448480193841,0,0,-0.6755061927924174,-1.142905744218553
-0.6070769377266906,1,2,-0.8404969115074964,-0.7640163377575675
0.7060835108098418,0,0,0.31443811949805667,-0.9534610409880603
1.6252958247854146,1,3,1.9643453066488468,1.0357083429321143
-0.869709027433997,1,0,-1.0054876302225755,-1.332350447449046
0.18081933139522888,0,0,-0.18053403664718037,-1.0481833926033066
1.1000316453708014,1,2,0.9744009943583727,-0.0062375248355961395
-1.0010250722876504,0,0,-1.1704783489376545,-1.4270727990642924
2.0192439593463742,1,0,2.129336025363926,0.8462636397016216
0.04950328654157563,0,2,-0.5105154740773384,-0.669293986142321
1.887927914492721,1,2,1.6343638692186888,1.4145977493931001
-0.4757608928730373,1,0,-0.8404969115074964,-1.0481833926033066
0.3121353762488821,0,0,-0.015543317932101359,-1.332350447449046
0.9687156005171483,1,2,0.8094102756432937,0.2779295300101431
-0.7383929825803438,0,0,-1.0054876302225755,-1.4270727990642924
-0.21312880316573085,1,0,-0.5105154740773384,-0.7640163377575675
1.4939797799317613,0,2,1.3043824317885306,1.2251530461626072
0.5747674659561886,1,3,0.47942883821313564,0.08848482677965028
-1.1323411171413036,1,0,-1.3354690676527334,-1.5217951506795389
2.2818760490536807,0,0,2.294326744079005,0.2779295300101431
-0.08181275831207761,1,2,-0.18053403664718037,-0.5745716345270746
0.8373995556634951,0,0,0.6444195569282147,-1.0481833926033066
1.7566118696390678,1,2,1.7993545879337678,1.604042452623593
-0.6070769377266906,0,0,-0.8404969115074964,-1.2376280958337995
0.3121353762488821,1,0,0.14944740078297766,-0.3851269312965818
-0.869709027433997,0,2,-1.0054876302225755,-0.9534610409880603
1.231347690224455,1,3,1.4693731505036096,0.46737423324063593
-0.4757608928730373,0,0,-0.6755061927924174,-1.142905744218553
0.18081933139522888,1,2,-0.18053403664718037,-0.19568222806608898
2.2818760490536807,0,2,2.459317462794084,1.0357083429321143
-0.6070769377266906,1,0,-0.8404969115074964,-1.2376280958337995
0.8373995556634951,0,0,0.6444195569282147,-0.669293986142321
1.7566118696390678,1,3,2.129336025363926,1.2251530461626072
-1.0010250722876504,1,0,-1.1704783489376545,-1.5217951506795389
0.5747674659561886,0,2,0.31443811949805667,-0.4798492829118282
1.6252958247854146,1,0,1.7993545879337678,0.08848482677965028
-0.3444448480193841,0,0,-0.5105154740773384,-1.332350447449046
0.04950328654157563,1,2,-0.015543317932101359,-0.4798492829118282
2.0192439593463742,0,2,1.6343638692186888,0.6568189364711288
-0.08181275831207761,1,0,-0.34552475536225935,-0.9534610409880603
0.7060835108098418,0,0,0.47942883821313564,-0.8587386893728138
1.4939797799317613,1,3,1.3043824317885306,1.4145977493931001
-0.7383929825803438,1,0,-1.0054876302225755,-1.4270727990642924
1.1000316453708014,0,2,0.9744009943583727,0.08848482677965028
0.4434514211025353,1,0,0.31443811949805667,-0.3851269312965818
2.1505600042000275,0,0,2.294326744079005,0.8462636397016216
-0.21312880316573085,1,2,-0.34552475536225935,-0.2904045796813354
1.887927914492721,0,2,1.9643453066488468,1.2251530461626072
-0.4757608928730373,0,0,-0.8404969115074964,-1.142905744218553
0.3121353762488821,1,0,-0.015543317932101359,-0.8587386893728138
0.9687156005171483,0,2,0.8094102756432937,-0.669293986142321
-1.1323411171413036,1,0,-1.3354690676527334,-1.6165175022947853
2.413192093907334,1,3,2.624308181509163,2.5512659687760575
-0.6070769377266906,0,0,-1.0054876302225755,-1.4270727990642924
0.04950328654157563,0,2,0.31443811949805667,-0.3851269312965818
-0.869709027433997,1,0,-1.0054876302225755,-1.332350447449046
